Survived,Sex_Binary,Fare_Log,Family_Size,Is_Alone,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Title_grouped,Title_Mr,Title_Mrs,Title_Rare
1,1,2.935451342669061,1,1,True,False,False,False,False,True,Mrs,False,True,False
0,0,2.424802725718295,2,0,False,True,False,False,True,False,Mr,True,False,False
0,0,2.517696472610991,1,1,False,False,True,False,True,False,Mr,True,False,False
0,0,2.8707357833793057,1,1,False,True,False,False,False,True,Mr,True,False,False
0,0,4.439115601658009,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,1.8748743759385615,1,1,False,True,False,False,False,True,Mr,True,False,False
1,1,3.4663607075685685,2,0,False,False,True,True,False,False,Mrs,False,True,False
0,0,3.408834808791367,3,0,False,False,True,False,False,True,Mr,True,False,False
0,0,2.9657883971809187,1,1,True,False,False,False,False,True,Mr,True,False,False
0,0,0.0,3,0,False,False,True,True,False,False,Mr,True,False,False
0,0,0.0,2,0,False,False,True,True,False,False,Mr,True,False,False
0,0,1.601405740736836,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,3.3439213138424253,4,0,False,False,True,False,False,True,Mr,True,False,False
0,1,2.7414849771884473,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,2.0719132752590443,1,1,True,False,False,False,False,True,Mr,True,False,False
1,0,5.2644502970364595,2,0,False,False,True,True,False,False,Mr,True,False,False
0,0,3.979868552323213,1,1,False,False,True,False,True,False,Mr,True,False,False
1,1,5.3521898320125265,1,1,False,False,True,True,False,False,Rare,False,False,True
1,1,3.3631493140246254,1,1,False,False,True,False,False,True,Rare,False,False,True
0,1,2.1826747963214883,1,1,True,False,False,False,False,True,Rare,False,False,True
0,0,3.507956918233689,2,0,True,False,False,False,True,False,Mr,True,False,False
0,0,4.206333064170148,4,0,False,True,False,True,False,False,Mr,True,False,False
0,0,3.754433084853375,2,0,False,False,True,False,True,False,Mr,True,False,False
0,0,3.608482517041907,1,1,False,False,True,False,True,False,Mr,True,False,False
0,0,2.740194654428777,2,0,False,True,False,False,False,True,Mr,True,False,False
0,0,2.3427668826268775,3,0,True,False,False,False,False,True,Mr,True,False,False
0,0,0.0,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,2.3896797998449792,1,1,False,False,True,False,False,True,Mr,True,False,False
1,1,4.101154654150649,1,1,False,True,False,True,False,False,Rare,False,False,True
0,0,2.9861868607104594,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,0.0,2,0,False,False,True,False,False,True,Mr,True,False,False
1,1,2.532902848056256,4,0,False,False,True,False,False,True,Rare,False,False,True
0,0,0.0,1,1,False,False,True,False,False,True,Mr,True,False,False
1,1,3.1747149290824312,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,3.119276459645446,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,3.0041963519661206,1,1,False,False,True,False,True,False,Mr,True,False,False
1,1,4.949043538089615,3,0,False,False,True,True,False,False,Rare,False,False,True
1,1,4.286341384539473,1,1,False,False,True,True,False,False,Mrs,False,True,False
1,1,3.5539184686798193,3,0,False,False,True,True,False,False,Rare,False,False,True
0,0,2.8735646395797834,2,0,True,False,False,False,False,True,Mr,True,False,False
0,0,3.436564525499447,2,0,False,True,False,False,True,False,Mr,True,False,False
0,0,3.2055879305412653,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,0.6523251860396903,1,1,False,False,True,False,False,True,Mr,True,False,False
1,1,2.5556757206762075,2,0,False,True,False,False,True,False,Mrs,False,True,False
0,0,3.424588334452731,1,1,False,False,True,False,True,False,Mr,True,False,False
1,1,1.0818051703517284,2,0,False,False,True,False,False,True,Rare,False,False,True
0,0,5.005153630527017,1,1,True,False,False,True,False,False,Mr,True,False,False
0,0,2.2935443483418965,2,0,False,False,True,True,False,False,Mr,True,False,False
0,0,3.4008639927609177,4,0,True,False,False,False,True,False,Rare,False,False,True
1,1,5.143124477142335,1,1,True,False,False,True,False,False,Rare,False,False,True
1,1,2.2834022735772717,1,1,False,False,True,False,False,True,Rare,False,False,True
0,1,0.0,2,0,False,False,True,False,False,True,Mrs,False,True,False
1,1,2.4973291697865574,1,1,False,False,True,False,False,True,Mrs,False,True,False
1,1,3.0248055210396982,1,1,False,False,True,False,False,True,Rare,False,False,True
0,1,0.0,2,0,False,False,True,False,False,True,Rare,False,False,True
0,0,3.415757532993485,2,0,False,False,True,True,False,False,Mr,True,False,False
0,0,1.536867219599265,2,0,False,False,True,False,False,True,Mr,True,False,False
0,0,2.162172939277301,1,1,False,True,False,False,False,True,Mr,True,False,False
1,1,2.987700101856727,1,1,False,False,True,False,False,True,Rare,False,False,True
0,1,1.9021075263969205,3,0,False,False,True,False,False,True,Rare,False,False,True
0,0,3.054001181677967,2,0,False,False,True,False,True,False,Mr,True,False,False
1,1,3.8571443439181565,1,1,False,False,True,True,False,False,Rare,False,False,True
1,1,4.36373536470163,1,1,False,False,True,True,False,False,Mrs,False,True,False
0,0,3.7464405646384678,3,0,False,False,True,False,True,False,Mr,True,False,False
0,0,0.0,1,1,False,False,True,False,False,True,Mr,True,False,False
1,1,3.0339909856710814,3,0,True,False,False,False,False,True,Rare,False,False,True
0,0,4.250065437218876,1,1,False,True,False,True,False,False,Mr,True,False,False
1,1,1.3812818192963463,1,1,False,False,True,False,False,True,Mrs,False,True,False
0,0,0.0,2,0,False,False,True,False,True,False,Mr,True,False,False
1,1,5.216347803680786,1,1,False,False,True,True,False,False,Mrs,False,True,False
1,1,4.552296696381023,1,1,False,False,True,True,False,False,Mrs,False,True,False
1,1,2.6253929674212007,1,1,False,False,True,False,True,False,Rare,False,False,True
0,0,1.4469189829363254,1,1,True,False,False,False,False,True,Mr,True,False,False
1,1,2.4159137783010487,1,1,False,False,True,False,True,False,Rare,False,False,True
1,1,3.078693794268338,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,3.7252113833613265,2,0,False,False,True,False,False,True,Mr,True,False,False
1,1,0.0,3,0,False,True,False,False,True,False,Rare,False,False,True
0,0,0.0,1,1,True,False,False,False,False,True,Mr,True,False,False
0,0,2.913437030827161,3,0,False,False,True,False,False,True,Mr,True,False,False
0,0,3.112181086197238,1,1,False,False,True,False,True,False,Mr,True,False,False
0,0,2.7206373166076814,4,0,False,False,True,False,False,True,Mr,True,False,False
0,0,2.920469789053444,3,0,False,False,True,False,True,False,Mr,True,False,False
1,1,2.9780773383152703,1,1,False,False,True,False,True,False,Mrs,False,True,False
0,0,4.876875303916732,1,1,True,False,False,True,False,False,Rare,False,False,True
1,1,0.9969486348916096,2,0,True,False,False,False,False,True,Mrs,False,True,False
0,0,2.9014215940827497,1,1,False,True,False,False,False,True,Mr,True,False,False
0,0,4.514588807756853,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,1.4996230464268938,1,1,True,False,False,False,True,False,Rare,False,False,True
1,1,2.5855058483441162,1,1,True,False,False,False,False,True,Mrs,False,True,False
0,0,5.178237946217495,2,0,False,False,True,True,False,False,Rare,False,False,True
0,0,4.951451300742808,3,0,True,False,False,True,False,False,Mr,True,False,False
0,1,0.0,1,1,False,False,True,False,False,True,Mrs,False,True,False
0,0,2.9349201341572337,2,0,True,False,False,False,False,True,Mr,True,False,False
0,0,3.5409593240373143,1,1,False,False,True,False,True,False,Rare,False,False,True
0,0,3.2472688993694185,1,1,False,False,True,False,False,True,Mr,True,False,False
0,1,2.412335956953165,1,1,False,False,True,False,False,True,Mrs,False,True,False
0,0,4.365516082546892,1,1,False,False,True,True,False,False,Rare,False,False,True
1,1,2.9657883971809187,1,1,False,False,True,False,False,True,Mrs,False,True,False
0,0,2.818995095053937,1,1,False,False,True,False,True,False,Mr,True,False,False
1,1,3.3901364343027307,1,1,False,False,True,False,False,True,Mrs,False,True,False
1,1,3.435920817720541,1,1,False,False,True,False,False,True,Rare,False,False,True
0,1,3.165896900077314,3,0,False,False,True,False,False,True,Rare,False,False,True
0,0,0.0,3,0,False,True,False,True,False,False,Mr,True,False,False
0,1,2.363680192353857,4,0,False,False,True,False,False,True,Rare,False,False,True
0,0,3.3032169733019514,1,1,True,False,False,False,True,False,Mr,True,False,False
0,0,4.803447109572174,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,4.679256729340789,2,0,True,False,False,True,False,False,Mr,True,False,False
1,1,2.7466296830696852,6,0,False,False,True,False,False,True,Mrs,False,True,False
1,1,0.0,1,1,False,False,True,False,False,True,Rare,False,False,True
1,1,4.473351611367243,4,0,False,False,True,True,False,False,Mrs,False,True,False
0,0,2.3194422100604686,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,4.939640419938631,1,1,True,False,False,True,False,False,Mr,True,False,False
1,1,2.2975725511705014,1,1,True,False,False,False,False,True,Mrs,False,True,False
0,0,4.817616727753966,1,1,False,False,True,True,False,False,Rare,False,False,True
0,0,3.2703291064571163,2,0,False,False,True,False,False,True,Mr,True,False,False
0,0,2.382320061012899,4,0,True,False,False,False,True,False,Mr,True,False,False
0,0,2.329227023940467,1,1,True,False,False,False,False,True,Mr,True,False,False
1,0,4.139317927864832,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,2.066862759472976,1,1,False,False,True,False,True,False,Mr,True,False,False
0,0,0.0,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,3.0140632302387145,2,0,False,False,True,False,False,True,Mr,True,False,False
1,1,2.947591898226056,2,0,False,False,True,False,False,True,Rare,False,False,True
0,0,2.6195832197798796,2,0,False,False,True,False,True,False,Mr,True,False,False
0,0,3.3253956682458736,3,0,True,False,False,False,False,True,Mr,True,False,False
1,1,1.8656293177945105,1,1,False,False,True,False,False,True,Mrs,False,True,False
0,0,3.1363634032937364,2,0,False,True,False,False,False,True,Mr,True,False,False
1,1,1.264126727145683,1,1,False,False,True,False,False,True,Mrs,False,True,False
1,1,2.5726122302071057,2,0,False,True,False,False,True,False,Rare,False,False,True
0,0,0.0,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,1.007957920399979,1,1,True,False,False,False,False,True,Rare,False,False,True
1,1,2.837908188360424,1,1,False,False,True,False,False,True,Mrs,False,True,False
1,1,0.0,1,1,False,False,True,False,False,True,Mrs,False,True,False
0,0,3.0946722214088944,2,0,False,False,True,False,True,False,Mr,True,False,False
0,0,2.9601050959108397,2,0,False,False,True,False,True,False,Mr,True,False,False
0,0,2.702032128776647,1,1,True,False,False,False,False,True,Mr,True,False,False
1,1,2.2965670206684825,3,0,True,False,False,False,False,True,Rare,False,False,True
0,0,0.0,1,1,False,False,True,False,False,True,Mr,True,False,False
0,1,1.6094379124341003,2,0,False,False,True,False,False,True,Mrs,False,True,False
0,0,2.9069010598473755,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,4.178685710655851,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,5.107701506929262,1,1,True,False,False,True,False,False,Mr,True,False,False
0,0,3.2857865301508276,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,2.9107188992270343,1,1,False,True,False,False,False,True,Mr,True,False,False
1,0,2.1938856760707046,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,4.907937895857914,1,1,False,False,True,True,False,False,Mr,True,False,False
1,1,0.0,1,1,False,False,True,False,False,True,Mrs,False,True,False
1,0,0.0,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,4.9839490288337505,2,0,False,False,True,True,False,False,Mr,True,False,False
1,1,2.6004649904222727,1,1,True,False,False,False,False,True,Mrs,False,True,False
1,1,3.3816747151732915,2,0,True,False,False,False,False,True,Mrs,False,True,False
1,1,2.367436065313662,4,0,False,False,True,False,False,True,Mrs,False,True,False
1,1,0.0,4,0,False,False,True,True,False,False,Mrs,False,True,False
0,0,2.4740142086215764,2,0,False,False,True,False,False,True,Mr,True,False,False
1,0,4.6797209172523875,1,1,False,False,True,True,False,False,Mr,True,False,False
1,1,4.05560373390567,2,0,False,False,True,False,True,False,Rare,False,False,True
1,1,3.0809921175048145,2,0,False,False,True,False,False,True,Mrs,False,True,False
0,0,3.408834808791367,1,1,True,False,False,False,False,True,Mr,True,False,False
0,1,2.4740142086215764,2,0,False,False,True,False,False,True,Rare,False,False,True
0,0,2.797281334830153,1,1,False,True,False,False,False,True,Mr,True,False,False
0,0,3.3386125064705343,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,0.0,1,1,False,True,False,True,False,False,Rare,False,False,True
0,0,2.1552445050953364,1,1,False,False,True,False,True,False,Mr,True,False,False
0,0,2.8069901489571136,4,0,False,False,True,False,True,False,Mr,True,False,False
0,0,3.0160249768217535,1,1,False,True,False,False,True,False,Mr,True,False,False
1,1,2.6004649904222727,1,1,False,False,True,False,False,True,Mrs,False,True,False
0,0,2.6152036507358583,5,0,False,False,True,False,True,False,Mr,True,False,False
0,0,1.9892432737616872,1,1,True,False,False,False,False,True,Mr,True,False,False
1,1,1.0681530811834012,1,1,True,False,False,False,False,True,Rare,False,False,True
1,1,2.8207834710894493,1,1,False,False,True,False,False,True,Mrs,False,True,False
0,1,0.0,2,0,False,False,True,False,False,True,Mrs,False,True,False
0,1,2.382320061012899,3,0,False,False,True,False,False,True,Mrs,False,True,False
0,1,2.8154087194227095,1,1,False,True,False,False,False,True,Mrs,False,True,False
0,0,4.8247072417081895,1,1,False,False,True,True,False,False,Rare,False,False,True
0,0,0.0,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,2.0001277349601105,2,0,False,False,True,False,True,False,Mr,True,False,False
1,0,3.393837027255863,3,0,False,False,True,True,False,False,Mr,True,False,False
0,0,3.392492941032009,1,1,False,False,True,False,False,True,Mr,True,False,False
1,1,0.0,3,0,False,False,True,True,False,False,Mrs,False,True,False
0,0,1.463255402256019,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,2.830857630363757,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,2.453587966530573,3,0,False,False,True,False,False,True,Mr,True,False,False
1,1,3.028683373693677,3,0,False,False,True,False,True,False,Rare,False,False,True
1,0,4.969882741609291,1,1,True,False,False,True,False,False,Mr,True,False,False
1,1,1.9685099809725544,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,2.5764217586237734,2,0,False,False,True,False,True,False,Mr,True,False,False
0,0,3.3537563070620187,1,1,False,True,False,False,False,True,Mr,True,False,False
0,0,2.134166441369082,2,0,False,False,True,False,False,True,Mr,True,False,False
0,1,1.9892432737616872,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,3.2140642678709788,8,0,False,False,True,False,True,False,Rare,False,False,True
1,1,2.3933394562625097,1,1,True,False,False,False,True,False,Mrs,False,True,False
0,0,0.0,1,1,True,False,False,False,False,True,Mr,True,False,False
0,0,3.0969341540629585,1,1,False,True,False,False,True,False,Mr,True,False,False
1,1,4.285653390016292,1,1,True,False,False,True,False,False,Rare,False,False,True
1,1,2.925309809257445,4,0,False,False,True,False,False,True,Mrs,False,True,False
1,1,2.590767040487478,2,0,False,False,True,False,False,True,Mrs,False,True,False
1,1,0.0,1,1,False,False,True,False,False,True,Mrs,False,True,False
1,1,1.6272778305624314,1,1,False,False,True,False,False,True,Mrs,False,True,False
1,1,4.642658630399083,1,1,False,False,True,True,False,False,Rare,False,False,True
1,1,1.6752256529721035,1,1,False,False,True,False,False,True,Rare,False,False,True
1,1,2.787477334733532,1,1,False,False,True,False,False,True,Mrs,False,True,False
1,1,5.056436869896863,2,0,True,False,False,True,False,False,Mrs,False,True,False
0,0,3.202339856228101,3,0,False,False,True,False,False,True,Mr,True,False,False
1,1,0.0,1,1,False,False,True,False,False,True,Mrs,False,True,False
0,0,3.6417878465800855,3,0,False,False,True,False,False,True,Rare,False,False,True
1,1,3.110845080654496,1,1,False,False,True,False,False,True,Mrs,False,True,False
1,1,2.637627736805664,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,3.0160249768217535,4,0,False,False,True,False,True,False,Mr,True,False,False
1,1,0.0,1,1,False,False,True,False,True,False,Mrs,False,True,False
0,0,0.0,1,1,True,False,False,False,False,True,Mr,True,False,False
0,0,2.444084655267745,1,1,False,True,False,False,False,True,Mr,True,False,False
1,1,0.0,2,0,False,False,True,False,False,True,Rare,False,False,True
0,0,2.780060737078482,1,1,False,False,True,False,False,True,Mr,True,False,False
1,1,2.8914822521801917,1,1,False,False,True,False,False,True,Rare,False,False,True
1,1,2.6078614738467776,2,0,False,True,False,False,False,True,Rare,False,False,True
0,0,1.916922612182061,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,0.0,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,2.896464271895322,2,0,True,False,False,False,False,True,Mr,True,False,False
0,0,3.4015306594522756,2,0,False,False,True,False,False,True,Mr,True,False,False
0,1,2.0149030205422647,2,0,False,False,True,False,False,True,Rare,False,False,True
0,0,2.551786178627545,1,1,False,False,True,False,True,False,Mr,True,False,False
0,0,3.1041381473977774,3,0,False,False,True,False,True,False,Mr,True,False,False
0,0,4.807212667394247,2,0,False,False,True,True,False,False,Rare,False,False,True
0,0,2.269028309465203,2,0,False,False,True,False,False,True,Mr,True,False,False
1,1,5.648340234406391,1,1,True,False,False,True,False,False,Rare,False,False,True
0,0,1.7298840655099674,3,0,False,False,True,False,False,True,Rare,False,False,True
1,1,2.269028309465203,2,0,False,False,True,False,False,True,Mrs,False,True,False
0,0,3.2492110246642736,3,0,False,False,True,False,True,False,Mr,True,False,False
1,1,0.0,1,1,True,False,False,False,False,True,Rare,False,False,True
0,0,5.029914908828212,1,1,False,False,True,True,False,False,Mr,True,False,False
1,0,4.439115601658009,3,0,False,False,True,True,False,False,Mr,True,False,False
1,1,0.6471032420585384,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,3.0160249768217535,1,1,True,False,False,False,True,False,Mr,True,False,False
1,1,3.868906714354518,1,1,False,False,True,True,False,False,Mrs,False,True,False
0,1,1.8931119634883424,4,0,False,False,True,False,False,True,Rare,False,False,True
0,0,1.1755733298042381,4,0,False,False,True,False,False,True,Mr,True,False,False
0,0,0.0,1,1,True,False,False,True,False,False,Mr,True,False,False
1,1,2.9997242948235283,3,0,False,False,True,False,False,True,Mrs,False,True,False
0,0,0.0,1,1,False,False,True,True,False,False,Mr,True,False,False
1,0,4.604069580544058,1,1,True,False,False,True,False,False,Mr,True,False,False
0,0,2.785628335747585,1,1,True,False,False,False,False,True,Mr,True,False,False
0,0,2.8231630082027146,2,0,False,False,True,False,False,True,Mr,True,False,False
0,0,2.3233676321765744,2,0,False,False,True,False,False,True,Mr,True,False,False
0,1,1.7509374747078,4,0,False,False,True,False,False,True,Rare,False,False,True
1,1,2.8746939451769347,3,0,False,False,True,False,False,True,Mrs,False,True,False
0,1,2.0794415416798357,1,1,True,False,False,False,False,True,Rare,False,False,True
1,1,3.1086144306106633,5,0,False,False,True,False,True,False,Mrs,False,True,False
0,0,0.0,4,0,False,False,True,False,False,True,Mr,True,False,False
1,1,3.3721118007670587,2,0,False,False,True,False,True,False,Mrs,False,True,False
0,0,2.993730270883318,2,0,False,False,True,False,True,False,Mr,True,False,False
0,0,4.776683544065443,2,0,False,False,True,True,False,False,Mr,True,False,False
0,0,3.4610373820181723,1,1,True,False,False,True,False,False,Mr,True,False,False
0,0,1.9558604799084813,3,0,True,False,False,False,False,True,Mr,True,False,False
1,1,3.157425862551978,1,1,False,False,True,False,False,True,Rare,False,False,True
1,1,0.0,3,0,False,False,True,False,False,True,Rare,False,False,True
0,0,3.0160249768217535,1,1,False,True,False,False,True,False,Mr,True,False,False
0,0,4.804676567536147,1,1,False,False,True,True,False,False,Mr,True,False,False
1,1,4.900299459074922,2,0,False,False,True,True,False,False,Mrs,False,True,False
0,0,3.2913825156549485,3,0,False,False,True,False,True,False,Mr,True,False,False
0,0,2.9036169846461855,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,3.078693794268338,4,0,False,False,True,False,False,True,Mr,True,False,False
1,1,2.8124102164264526,1,1,False,False,True,False,False,True,Rare,False,False,True
1,1,1.6054298910365616,2,0,False,False,True,False,True,False,Mrs,False,True,False
0,0,2.8936995479888394,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,2.7324175575505043,1,1,False,False,True,False,False,True,Mr,True,False,False
1,1,3.190476350346503,1,1,True,False,False,False,False,True,Mrs,False,True,False
1,1,3.1157350659486873,1,1,True,False,False,False,False,True,Rare,False,False,True
0,0,3.3562000157314196,1,1,False,False,True,False,True,False,Mr,True,False,False
1,1,2.976039640208255,1,1,False,False,True,False,True,False,Rare,False,False,True
0,0,3.834061463958434,2,0,False,True,False,False,True,False,Rare,False,False,True
0,0,2.0731719286662407,2,0,False,False,True,False,False,True,Mr,True,False,False
1,1,4.922386788542191,1,1,True,False,False,True,False,False,Mrs,False,True,False
0,0,4.883559211528279,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,3.9969154724461085,1,1,False,True,False,True,False,False,Mr,True,False,False
0,0,1.724550719534605,1,1,False,False,True,True,False,False,Mr,True,False,False
0,0,2.6518325211039815,2,0,False,False,True,False,False,True,Mr,True,False,False
1,1,2.7459880404426023,2,0,False,False,True,False,False,True,Mrs,False,True,False
0,0,2.1198634561787513,1,1,False,False,True,False,False,True,Mr,True,False,False
1,1,5.058790335983303,1,1,False,False,True,True,False,False,Rare,False,False,True
0,0,0.0,2,0,False,False,True,False,False,True,Mr,True,False,False
0,0,1.8484548129046001,1,1,True,False,False,False,False,True,Mr,True,False,False
0,0,4.662400819442363,2,0,False,False,True,True,False,False,Mr,True,False,False
1,1,3.212455257065278,4,0,False,False,True,False,True,False,Rare,False,False,True
0,0,2.884800712846709,2,0,False,False,True,False,True,False,Mr,True,False,False
0,1,2.9512577834521614,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,2.982140320034524,3,0,False,False,True,False,False,True,Mr,True,False,False
1,1,4.578004517915322,3,0,False,False,True,True,False,False,Mrs,False,True,False
0,0,3.125882958019036,1,1,False,False,True,False,True,False,Mr,True,False,False
0,1,3.2733640101522705,2,0,False,False,True,False,False,True,Rare,False,False,True
0,1,0.4510756193602166,2,0,False,False,True,False,False,True,Rare,False,False,True
1,1,1.597365331199831,1,1,False,False,True,False,False,True,Rare,False,False,True
0,1,3.299533727885655,1,1,False,False,True,False,False,True,Rare,False,False,True
1,1,5.224832277285559,1,1,False,False,True,True,False,False,Rare,False,False,True
0,0,5.369567688076203,3,0,False,True,False,True,False,False,Mr,True,False,False
0,0,0.0,1,1,False,False,True,False,False,True,Mr,True,False,False
0,0,4.8738223325330665,2,0,False,False,True,True,False,False,Mr,True,False,False
1,1,0.19062035960864973,2,0,False,False,True,False,False,True,Mrs,False,True,False
0,0,2.2460147415056513,1,1,False,False,True,False,False,True,Mr,True,False,False
1,1,2.664446563620078,1,1,False,False,True,False,False,True,Rare,False,False,True
0,0,3.1480240838962494,1,1,False,False,True,False,True,False,Mr,True,False,False
