CustomerID,Cluster,AnnualIncome,AnnualSpending,PurchaseFrequency,AvgOrderValue
CUST00099,3,59838,21760,9,2125
CUST00100,0,48504,9155,9,887
CUST00101,3,132023,20552,3,5138
CUST00102,1,56016,18542,13,1360
CUST00103,3,130602,21947,6,3264
CUST00104,1,63712,30405,15,1962
CUST00105,0,55729,11182,22,483
CUST00106,1,116836,36765,9,3640
CUST00107,1,82068,30803,11,2503
CUST00108,3,79711,16179,6,2261
CUST00109,0,73539,5546,19,280
CUST00110,1,76529,36929,8,3948
CUST00111,3,90466,16811,5,2634
CUST00112,3,103260,17774,7,2246
CUST00113,1,89428,35168,17,1995
CUST00114,3,117381,36555,10,3360
CUST00115,0,58620,6008,12,450
CUST00116,0,67471,7654,8,850
CUST00117,1,53769,23334,11,1901
CUST00118,0,60692,7073,10,620
CUST00119,3,97742,13803,8,1515
CUST00120,3,127778,10902,11,889
CUST00121,3,110286,15706,14,1064
CUST00122,0,25000,9416,17,518
CUST00123,0,51090,3449,15,216
CUST00124,0,44524,12000,20,562
CUST00125,1,54743,18570,6,2550
CUST00126,0,35684,9084,15,562
CUST00127,3,81430,18615,10,1724
CUST00128,0,60413,12657,15,770
CUST00129,1,53046,31439,15,1920
CUST00130,3,98779,23187,9,2257
CUST00131,0,37973,6678,13,492
CUST00132,1,73964,41249,11,3462
CUST00133,0,65702,14064,22,624
CUST00134,3,101617,14894,10,1369
CUST00135,1,85450,39276,13,2878
CUST00136,0,38735,10604,9,1018
CUST00137,1,88579,24735,12,1858
CUST00138,1,53769,26444,11,2227
CUST00139,3,102154,18598,23,784
CUST00140,0,44162,8893,13,619
CUST00141,1,60029,30605,13,2169
CUST00142,0,56624,6224,25,240
CUST00143,2,145669,41752,30,1360
CUST00144,2,105433,31882,20,1552
CUST00145,1,97255,36951,14,2464
CUST00146,0,53336,4522,18,237
CUST00147,1,89982,31957,20,1551
CUST00148,1,118470,33067,10,3147
CUST00149,1,68061,23459,11,1985
CUST00150,3,154263,8000,5,1238
CUST00151,3,77959,21057,11,1757
CUST00152,1,52974,16854,5,2809
CUST00153,1,40464,23748,13,1725
CUST00154,0,34123,8639,18,444
CUST00155,0,47941,9528,17,525
CUST00156,0,78919,7376,8,820
CUST00157,1,79637,23554,9,2281
CUST00158,0,70673,10947,19,542
CUST00159,1,120169,34883,13,2489
CUST00160,3,120751,13811,12,1053
CUST00161,2,104906,46256,26,1697
CUST00162,1,52310,22333,19,1099
CUST00163,0,35969,10085,13,706
CUST00164,3,127909,24129,12,1849
CUST00165,3,112341,14763,8,1568
CUST00166,3,113983,8000,8,847
CUST00167,0,70529,10206,23,422
CUST00168,3,92321,21740,5,3830
CUST00169,3,171172,11244,8,1311
CUST00170,1,42159,17308,12,1347
CUST00171,1,44890,23245,17,1309
CUST00172,1,72881,27560,11,2395
CUST00173,0,71304,13342,12,1054
CUST00174,0,63594,6700,10,602
CUST00175,0,55145,11481,14,781
CUST00176,3,127454,19088,16,1147
CUST00177,0,70000,12386,9,1295
CUST00178,0,53067,4406,10,412
CUST00179,0,33825,6846,24,276
CUST00180,3,112021,23716,13,1637
CUST00181,0,70360,7251,15,461
CUST00182,0,42973,4867,18,255
CUST00183,3,83317,13714,5,2286
CUST00184,0,26784,6165,14,409
CUST00185,0,61308,19869,12,1563
CUST00186,0,54307,4451,16,258
CUST00187,3,99142,20102,7,2606
CUST00188,3,107957,19554,15,1256
CUST00189,1,68681,20193,7,2382
CUST00190,1,54079,28775,7,3622
CUST00191,0,41922,7575,13,551
CUST00192,0,52843,6499,18,345
CUST00193,2,125492,38431,23,1634
CUST00194,0,37577,11516,21,532
CUST00195,1,49984,24967,7,2962
CUST00196,0,50555,5055,22,220
CUST00197,3,100740,17400,14,1177
CUST00198,0,53177,6505,8,723
CUST00199,0,105385,23789,15,1474
CUST00200,2,187673,55859,16,3268
CUST00201,1,110897,29466,13,2175
CUST00202,3,85381,20910,7,2578
CUST00203,1,92771,37066,16,2198
CUST00204,1,75269,33554,13,2375
CUST00205,0,44974,10829,10,952
CUST00206,2,171251,61073,26,2234
CUST00207,1,74145,24129,9,2445
CUST00208,1,86141,27096,10,2402
CUST00209,0,59109,5487,9,568
CUST00210,3,98461,19871,5,3312
CUST00211,3,167444,12596,17,707
CUST00212,0,41925,15020,17,849
CUST00213,0,46632,4739,16,285
CUST00214,0,38907,8789,20,409
CUST00215,1,54305,23920,11,1984
CUST00216,3,108677,17253,15,1105
CUST00217,1,59062,27029,9,2744
CUST00218,0,51894,9832,19,493
CUST00219,1,76107,28912,16,1717
CUST00220,0,62050,6258,20,299
CUST00221,1,42350,14334,15,886
CUST00222,3,114664,15418,6,2240
CUST00223,1,74574,20658,5,3443
CUST00224,0,25000,10876,22,483
CUST00225,2,148332,47174,16,2745
CUST00226,0,56265,12293,18,643
CUST00227,2,162248,44117,24,1772
CUST00228,3,88622,19264,9,1916
CUST00229,1,58083,31848,15,1965
CUST00230,1,52678,28269,12,2152
CUST00231,0,40769,10398,16,605
CUST00232,2,172662,46979,23,1926
CUST00233,3,85286,16704,4,3072
CUST00234,1,100371,40624,9,4119
CUST00235,3,115436,19339,5,2988
CUST00236,0,41977,4818,24,194
CUST00237,3,85919,15550,14,1006
CUST00238,3,89974,19682,12,1538
CUST00239,0,47791,3000,16,173
CUST00240,2,223373,46504,23,1930
CUST00241,2,133652,37816,15,2363
CUST00242,1,74482,20577,11,1749
CUST00243,2,80000,49195,29,1654
CUST00244,0,36833,3893,15,247
CUST00245,3,150941,21139,8,2394
CUST00246,1,90674,24136,11,1971
CUST00247,3,75986,18229,15,1132
CUST00248,1,43487,26819,13,1868
CUST00249,3,93485,11522,3,2658
CUST00250,3,100881,17337,10,1583
CUST00251,3,103754,22722,14,1480
CUST00252,0,58787,9372,11,788
CUST00253,2,171650,46799,26,1732
CUST00254,0,25000,7967,13,567
CUST00255,2,147895,33966,26,1277
CUST00256,0,36477,5370,12,427
CUST00257,3,147219,12984,10,1167
CUST00258,0,71685,6257,15,389
CUST00259,0,62452,4006,16,231
CUST00260,0,45382,7445,18,393
CUST00261,0,66814,22132,15,1364
CUST00262,0,65396,8631,20,418
CUST00263,3,125644,22751,7,2699
CUST00264,0,35284,11610,18,622
CUST00265,3,141805,23140,12,1784
CUST00266,2,174882,54963,26,2011
CUST00267,3,85044,21950,7,2875
CUST00268,0,61374,12615,17,713
CUST00269,1,69056,24216,5,4025
CUST00270,3,66323,18389,9,1927
CUST00271,0,29112,6037,18,317
CUST00272,1,64367,29702,7,3770
CUST00273,1,83535,28158,9,2822
CUST00274,3,160220,21824,10,1937
CUST00275,3,149293,25569,10,2331
CUST00276,1,61564,24227,12,1888
CUST00277,0,44484,10694,17,582
CUST00278,3,108636,11273,8,1261
CUST00279,0,25000,7204,10,656
CUST00280,0,28929,3000,13,211
CUST00281,3,92139,23102,18,1214
CUST00282,1,71402,28786,9,3018
CUST00283,1,92857,32196,18,1689
CUST00284,1,69587,21006,5,3501
CUST00285,3,95604,18491,8,1965
CUST00286,1,88183,27693,15,1702
CUST00287,2,123162,49747,28,1688
CUST00288,3,114438,12859,6,1892
CUST00289,1,45555,41051,13,2940
CUST00290,3,83511,12000,12,937
CUST00291,0,73522,21520,17,1170
CUST00292,3,130734,18758,3,4689
CUST00293,0,67803,5902,11,486
CUST00294,0,43077,6339,12,470
CUST00295,3,96303,11203,5,1938
CUST00296,0,61032,5243,10,488
CUST00297,3,111477,24767,12,1941
CUST00298,0,51092,3000,15,185
CUST00299,2,134074,40121,32,1213
CUST00300,3,144472,16646,5,2582
CUST00301,0,42940,7281,15,451
CUST00302,3,129252,16365,12,1298
CUST00303,1,86256,25427,5,4238
CUST00304,0,90022,12000,11,999
CUST00305,0,35494,7999,15,514
CUST00306,2,157026,41629,26,1553
CUST00307,0,34590,3000,8,333
CUST00308,0,57812,10680,9,1021
CUST00309,1,60285,34378,17,1888
CUST00310,0,51136,12885,12,958
CUST00311,3,114708,18479,13,1336
CUST00312,0,51771,14035,12,1055
CUST00313,0,57558,7320,23,304
CUST00314,1,84143,30495,10,2688
CUST00315,2,128228,32761,25,1251
CUST00316,2,136219,55303,25,2137
CUST00317,3,139572,20884,10,1823
CUST00318,3,79988,12000,5,2000
CUST00319,3,130646,17967,7,2128
CUST00320,3,75812,21358,14,1441
CUST00321,1,86241,24657,11,1987
CUST00322,0,55310,7592,24,302
CUST00323,1,82416,27330,12,2055
CUST00324,3,140706,27698,7,3323
CUST00325,1,72951,23840,10,2265
CUST00326,0,50592,6006,15,367
CUST00327,1,84945,22483,10,2012
CUST00328,3,121208,24291,14,1607
CUST00329,3,79417,15520,11,1343
CUST00330,3,125416,26106,5,4412
CUST00331,0,110815,12000,22,528
CUST00332,3,72261,21560,8,2349
CUST00333,1,73965,25372,13,1837
CUST00334,0,62662,21267,24,838
CUST00335,0,70560,11860,17,674
CUST00336,0,62238,8810,13,646
CUST00337,3,85854,17664,8,1961
CUST00338,1,69960,22310,18,1160
CUST00339,0,31115,4723,17,258
CUST00340,0,72804,12213,17,684
CUST00341,0,33729,3000,8,333
CUST00342,3,123702,19238,15,1200
CUST00343,3,93469,23871,10,2182
CUST00344,0,58487,21782,17,1233
CUST00345,3,130411,15764,9,1636
CUST00346,2,174695,56895,19,2813
CUST00347,1,70000,28072,5,4357
CUST00348,1,103145,33714,10,3168
CUST00349,0,90000,11729,21,542
CUST00350,1,49849,18337,8,1979
CUST00351,0,42172,8265,9,802
CUST00352,3,86617,26788,5,4465
CUST00353,3,146709,21089,6,2973
CUST00354,2,149892,47247,29,1587
CUST00355,3,100962,21137,10,1941
CUST00356,2,166301,39263,27,1407
CUST00357,0,41855,6931,15,446
CUST00358,0,90000,9984,18,515
CUST00359,2,130421,45147,25,1738
CUST00360,3,109097,22930,11,1906
CUST00361,1,86722,45000,11,3819
CUST00362,0,66554,8759,12,664
CUST00363,2,119951,60421,26,2258
CUST00364,0,39978,11073,9,1097
CUST00365,2,162403,56082,22,2483
CUST00366,2,167518,58017,20,2769
CUST00367,0,44184,9954,13,717
CUST00368,0,34428,6517,19,327
CUST00369,1,59467,29680,5,4947
CUST00370,3,62845,14033,15,858
CUST00371,3,69340,20278,18,1071
CUST00372,3,107817,12975,5,2162
CUST00373,0,75549,8313,12,617
CUST00374,0,88247,12093,8,1302
CUST00375,1,40000,22750,7,2882
CUST00376,1,106596,32689,7,4230
CUST00377,1,78026,31111,14,2060
CUST00378,1,90105,31140,8,3313
CUST00379,1,104180,42190,11,3443
CUST00380,3,93318,21935,13,1532
CUST00381,3,154412,14077,11,1201
CUST00382,0,62877,5420,14,362
CUST00383,1,75934,36436,11,3120
CUST00384,0,35548,6425,18,347
CUST00385,0,44958,10641,20,511
CUST00386,3,91507,16103,10,1414
CUST00387,3,121822,21084,10,1858
CUST00388,0,56861,7531,16,435
CUST00389,2,148959,46487,21,2119
CUST00390,1,80000,34037,23,1414
CUST00391,1,92624,26903,12,2020
CUST00392,0,52909,11490,15,714
CUST00393,2,138755,42754,25,1644
CUST00394,0,34107,5028,14,341
CUST00395,3,124201,14414,6,1970
CUST00396,0,37528,7222,14,485
CUST00397,1,28945,15016,10,1339
CUST00398,2,152200,32724,26,1207
CUST00399,3,74969,21946,13,1590
CUST00400,1,82976,29620,16,1745
CUST00401,1,82786,37839,11,3151
CUST00402,0,71076,8802,13,632
CUST00403,1,81274,20789,9,2100
CUST00404,3,117529,12182,7,1521
CUST00405,0,50625,8387,16,486
CUST00406,3,127809,24977,9,2436
CUST00407,1,94543,29979,10,2659
CUST00408,2,109554,35681,20,1698
CUST00409,0,83693,5160,13,360
CUST00410,3,173119,18943,9,1962
CUST00411,0,77245,21908,21,1011
CUST00412,0,64960,6250,8,674
CUST00413,3,84171,16624,4,3478
CUST00414,3,148661,9855,7,1278
CUST00415,0,50944,9079,19,462
CUST00416,3,106247,18273,8,1980
CUST00417,1,59378,30923,9,2971
CUST00418,0,60966,8523,21,394
CUST00419,2,134938,47826,16,2735
CUST00420,0,45996,7975,19,407
CUST00421,0,57624,9854,12,760
CUST00422,0,33004,8843,20,428
CUST00423,0,92471,20646,15,1292
CUST00424,1,89113,35875,5,5979
CUST00425,3,128228,23036,9,2275
CUST00426,3,135103,22920,8,2582
CUST00427,3,112471,27595,9,2820
CUST00428,0,52333,7014,10,635
CUST00429,2,169158,42426,25,1651
CUST00430,3,105155,23941,9,2399
CUST00431,1,55460,16054,5,2676
CUST00432,3,174126,19670,4,3638
CUST00433,0,69446,16038,7,1972
CUST00434,2,87542,30974,23,1273
CUST00435,3,121964,21159,7,2515
CUST00436,3,130455,25071,3,5967
CUST00437,2,168654,57131,20,2684
CUST00438,0,64592,16006,10,1448
CUST00439,3,167432,16279,11,1341
CUST00440,0,27416,10521,11,877
CUST00441,1,87866,26612,10,2399
CUST00442,3,104559,22507,9,2298
CUST00443,0,87260,12318,14,797
CUST00444,0,78054,20066,14,1337
CUST00445,3,87699,19309,8,2139
CUST00446,0,45768,5277,15,335
CUST00447,0,70684,10290,10,910
CUST00448,1,77607,29516,9,3038
CUST00449,3,125463,21555,10,1927
CUST00450,3,59319,10216,8,1135
CUST00451,0,53163,6505,9,653
CUST00452,0,42673,7050,20,334
CUST00453,0,42168,12799,21,573
CUST00454,3,124660,22331,10,1972
CUST00455,0,43441,4779,21,216
CUST00456,2,169365,41773,18,2195
CUST00457,1,89529,20696,9,2095
CUST00458,3,86404,22922,12,1777
CUST00459,2,119637,42558,22,1824
CUST00460,3,88263,16634,7,2168
CUST00461,1,45696,33744,11,2714
CUST00462,0,63203,10358,12,794
CUST00463,3,98219,18068,6,2604
CUST00464,3,99929,19581,10,1772
CUST00465,3,57536,20222,18,1078
CUST00466,0,30903,8241,22,363
CUST00467,2,173574,52224,19,2593
CUST00468,3,112958,14476,8,1672
CUST00469,0,25000,13225,20,640
CUST00470,3,198801,8000,13,574
CUST00471,1,43687,26931,6,3809
CUST00472,1,67982,38698,8,4148
CUST00473,3,133300,16235,7,2162
CUST00474,0,93856,24486,16,1436
CUST00475,0,91982,20801,16,1226
CUST00476,1,46361,34411,16,2030
CUST00477,3,95555,16936,10,1541
CUST00478,1,87617,29437,16,1709
CUST00479,0,62609,8046,8,894
CUST00480,0,31928,9399,8,1044
CUST00481,2,148516,46606,23,1913
CUST00482,3,99295,23671,7,2874
CUST00483,2,152147,44284,19,2255
CUST00484,0,57564,7419,15,466
CUST00485,3,103577,17469,8,1919
CUST00486,1,51758,31937,11,2575
CUST00487,3,171245,12724,8,1347
CUST00488,3,82773,16430,13,1133
CUST00489,0,80462,12000,17,658
CUST00490,0,51985,10987,9,1111
CUST00491,1,58587,21679,14,1454
CUST00492,3,128020,11447,7,1476
CUST00493,1,56141,29108,18,1548
CUST00494,2,147118,35793,16,2107
CUST00495,1,70000,19660,8,2253
CUST00496,3,111833,12093,6,1694
CUST00497,1,68338,33390,14,2242
CUST00498,1,99772,30421,11,2486
CUST00499,3,88154,19752,12,1469
CUST00500,0,63475,5135,8,571
CUST00501,0,25000,10505,17,576
CUST00502,1,96886,27055,8,2924
CUST00503,0,83422,6195,14,424
CUST00504,0,59885,7245,20,349
CUST00505,3,52611,12000,5,2000
CUST00506,0,31441,4425,18,227
CUST00507,1,66580,43947,12,3481
CUST00508,0,34233,6465,19,325
CUST00509,3,95830,24610,8,2775
CUST00510,3,120440,14576,4,3234
CUST00511,1,81271,37353,14,2477
CUST00512,3,92210,12358,10,1099
CUST00513,1,85350,35464,6,4760
CUST00514,3,98457,21802,11,1820
CUST00515,0,85244,21914,13,1618
CUST00516,3,131609,16870,11,1464
CUST00517,2,227201,61420,26,2301
CUST00518,1,85290,31144,17,1714
CUST00519,3,191710,22595,8,2449
CUST00520,1,102169,26702,18,1425
CUST00521,3,172396,20838,3,4899
CUST00522,3,112890,20330,6,2998
CUST00523,0,63818,3480,19,174
CUST00524,3,92566,20882,7,2650
CUST00525,0,25000,3275,16,193
CUST00526,2,171329,50501,25,1912
CUST00527,0,30311,10844,14,738
CUST00528,0,87704,19828,17,1123
CUST00529,1,54819,21513,11,1834
CUST00530,2,134472,38309,21,1726
CUST00531,0,46033,5946,17,333
CUST00532,1,57865,28419,7,3652
CUST00533,1,106680,29044,13,2065
CUST00534,0,41116,8889,16,535
CUST00535,0,51838,5051,19,249
CUST00536,3,112799,15676,10,1437
CUST00537,1,44836,27938,18,1464
CUST00538,0,37215,7817,21,351
CUST00539,3,110748,25947,13,1898
CUST00540,0,39130,3000,16,174
CUST00541,3,70054,12000,7,1511
CUST00542,3,92135,17399,14,1199
CUST00543,3,54996,13531,9,1405
CUST00544,0,31859,14344,14,931
CUST00545,1,55747,25146,12,1872
CUST00546,1,65153,33797,6,4904
CUST00547,3,105268,28792,9,2963
CUST00548,0,41004,13515,16,806
CUST00549,3,147272,9644,4,1948
CUST00550,1,90038,33264,11,2832
CUST00551,3,90764,22200,20,1060
CUST00552,3,54095,14875,11,1290
CUST00553,1,84505,26561,22,1167
CUST00554,0,46298,7129,16,425
CUST00555,2,175018,26638,22,1136
CUST00556,2,167720,45320,22,2003
CUST00557,0,56641,8956,9,940
CUST00558,0,84001,19375,12,1469
CUST00559,2,152884,43250,20,2016
CUST00560,3,112114,22308,10,2124
CUST00561,2,149006,59712,31,1893
CUST00562,2,133336,26980,33,796
CUST00563,3,95121,20221,7,2524
CUST00564,0,96528,21877,16,1309
CUST00565,1,67993,23539,15,1509
CUST00566,1,73764,37042,7,4454
CUST00567,3,67164,19719,15,1203
CUST00568,0,48523,5741,22,251
CUST00569,0,53453,13177,25,516
CUST00570,1,67717,29388,19,1491
CUST00571,1,112445,30559,5,5077
CUST00572,0,70787,20936,11,1681
CUST00573,0,61768,12598,11,1084
CUST00574,1,99410,28710,11,2462
CUST00575,3,76997,24640,12,1902
CUST00576,1,68455,20918,7,2706
CUST00577,0,57373,4784,19,244
CUST00578,3,106853,16216,5,2623
CUST00579,0,73227,18262,13,1311
CUST00580,0,54103,9525,11,762
CUST00581,1,90653,24218,6,3485
CUST00582,1,91419,36010,20,1751
CUST00583,3,123477,17621,15,1089
CUST00584,0,64973,16064,12,1223
CUST00585,1,67031,37499,12,2865
CUST00586,2,153427,38265,26,1435
CUST00587,0,101283,12000,15,743
CUST00588,3,92628,15453,8,1659
CUST00589,0,40938,12085,12,957
CUST00590,0,63014,12777,12,951
CUST00591,0,75152,12000,11,968
CUST00592,0,62840,4075,14,269
CUST00593,0,44135,6649,11,548
CUST00594,0,56390,4732,14,326
CUST00595,3,89744,24553,13,1810
CUST00596,3,99839,31089,10,2841
CUST00597,3,87662,15574,3,3893
CUST00598,3,101159,19420,10,1749
CUST00599,0,59951,7018,10,666
CUST00600,0,50634,8480,11,718
CUST00601,3,118254,23563,8,2650
CUST00602,3,165180,12203,3,3051
CUST00603,0,49262,7748,16,461
CUST00604,1,51866,25154,8,2689
CUST00605,3,141450,19008,6,2574
CUST00606,0,75662,10396,11,834
CUST00607,0,48786,7361,11,589
CUST00608,3,82526,20729,14,1413
CUST00609,3,101581,17768,8,2072
CUST00610,2,119876,42866,29,1440
CUST00611,3,68052,14522,15,881
CUST00612,0,65190,8131,17,442
CUST00613,0,63066,10915,16,646
CUST00614,0,68422,12653,13,890
CUST00615,0,69856,9977,20,474
CUST00616,0,77378,18717,13,1331
CUST00617,3,106013,16272,9,1593
CUST00618,1,72600,32803,11,2796
CUST00619,0,38701,4080,13,282
CUST00620,1,99212,37473,17,2100
CUST00621,3,107120,19219,15,1203
CUST00622,1,42391,25822,12,1987
CUST00623,3,119649,16974,13,1187
CUST00624,0,51047,8221,13,592
CUST00625,3,161681,12090,10,1101
CUST00626,0,37046,3000,21,135
CUST00627,0,25030,4669,10,408
CUST00628,1,92382,31750,8,3387
CUST00629,1,56132,22563,13,1613
CUST00630,0,32307,7437,16,444
CUST00631,3,98313,37074,15,2325
CUST00632,2,112454,47408,19,2316
CUST00633,2,153877,48650,40,1188
CUST00634,1,91296,23458,18,1236
CUST00635,0,51477,10644,8,1183
CUST00636,0,58973,8022,21,369
CUST00637,1,85550,38539,8,4139
CUST00638,0,62323,8615,13,617
CUST00639,3,142366,8000,4,1481
CUST00640,3,86647,12780,8,1500
CUST00641,0,76943,24068,15,1530
CUST00642,0,47795,13551,16,820
CUST00643,2,136671,54163,24,2158
CUST00644,0,72880,9247,22,407
CUST00645,0,57140,6234,8,662
CUST00646,3,64671,12920,5,2153
CUST00647,0,90000,6665,11,551
CUST00648,3,84938,22743,12,1774
CUST00649,3,84672,20628,8,2237
CUST00650,1,72099,25947,15,1635
CUST00651,1,69926,27424,11,2299
CUST00652,3,84775,23892,6,3449
CUST00653,3,110735,16687,7,2097
CUST00654,1,75527,27137,15,1651
CUST00655,0,43058,10792,26,405
CUST00656,2,205399,48997,27,1743
CUST00657,0,27708,5350,13,393
CUST00658,1,78945,22851,9,2283
CUST00659,0,48639,4589,17,258
CUST00660,2,161406,52081,16,2980
CUST00661,1,69846,24400,14,1669
CUST00662,3,131879,11427,6,1524
CUST00663,0,71453,4030,14,269
CUST00664,3,103671,21752,11,1835
CUST00665,0,57808,4938,16,285
CUST00666,1,51090,18442,9,1811
CUST00667,3,102129,26758,16,1537
CUST00668,3,113434,17514,5,2723
CUST00669,3,89243,23317,17,1299
CUST00670,1,96610,35399,13,2593
CUST00671,3,62361,12437,9,1229
CUST00672,0,111370,23544,17,1338
CUST00673,1,33842,14010,8,1557
CUST00674,0,50718,12478,23,524
CUST00675,3,138937,9458,7,1119
CUST00676,3,124789,22696,3,5674
CUST00677,3,98136,20977,10,1903
CUST00678,1,86775,26767,17,1509
CUST00679,3,109890,21427,5,3319
CUST00680,1,56707,29297,13,2147
CUST00681,3,152402,18273,13,1295
CUST00682,1,57433,24091,16,1418
CUST00683,0,56852,3000,16,177
CUST00684,3,87399,17651,9,1770
CUST00685,1,96937,28362,6,4026
CUST00686,1,72230,24782,8,2670
CUST00687,3,60543,12000,14,818
CUST00688,1,111982,35164,5,5861
CUST00689,1,66777,18243,10,1651
CUST00690,0,50879,14234,18,756
CUST00691,1,62286,21899,9,2218
CUST00692,3,106660,15213,8,1646
CUST00693,3,108479,26369,20,1280
CUST00694,0,36824,7373,20,350
CUST00695,0,47562,6514,15,399
CUST00696,0,25000,6638,9,686
CUST00697,0,90000,4314,15,274
CUST00698,0,70142,10818,15,673
CUST00699,3,116907,8000,3,2000
CUST00700,0,45665,9708,8,1079
CUST00701,3,83014,14804,6,2049
CUST00702,1,77737,33548,7,4370
CUST00703,1,83697,27740,10,2599
CUST00704,0,36761,7948,20,381
CUST00705,1,71469,26806,8,2879
CUST00706,1,103728,28057,10,2617
CUST00707,1,83625,24972,8,2768
CUST00708,0,52156,5276,11,428
CUST00709,3,161340,27992,9,2872
CUST00710,1,49318,28930,19,1461
CUST00711,1,116973,41453,9,4334
CUST00712,1,70976,21744,12,1685
CUST00713,1,92467,23411,6,3349
CUST00714,0,61195,3000,20,143
CUST00715,0,68279,7603,14,505
CUST00716,3,109690,19177,8,2022
CUST00717,1,83636,29433,15,1808
CUST00718,2,117897,38486,22,1662
CUST00719,1,69331,32807,14,2189
CUST00720,0,40001,3000,11,258
CUST00721,2,128072,28864,28,999
CUST00722,3,125302,25748,10,2299
CUST00723,0,55558,8600,16,495
CUST00724,3,91634,26810,8,2976
CUST00725,3,116491,16716,7,2032
CUST00726,0,25000,7751,22,332
CUST00727,3,93138,16657,7,2123
CUST00728,3,147648,15127,10,1415
CUST00729,2,133433,30211,25,1142
CUST00730,0,72167,20027,14,1332
CUST00731,1,81268,24393,18,1297
CUST00732,0,93893,12000,16,721
CUST00733,1,66071,38080,9,3871
CUST00734,0,47298,12027,14,810
CUST00735,0,48208,10072,10,895
CUST00736,0,61898,9395,16,537
CUST00737,3,115634,20588,11,1647
CUST00738,1,75535,26429,14,1735
CUST00739,0,42290,5920,8,658
CUST00740,0,44709,8518,24,344
CUST00741,0,44302,3000,17,163
CUST00742,0,85955,11802,15,738
CUST00743,3,92738,12000,10,1053
CUST00744,3,171052,20161,5,3208
