transaction_id,customer_id,transaction_date,category,product,quantity,unit_price,discount_pct,payment_method,delivery_days,rating,returned,device,discount_amount,total_amount
TXN008317,CUST01253,2026-04-17,Home,Bedding,1,9158.07,0,Debit Card,5.0,5.0,0,Tablet,0.0,9158.07
TXN010559,CUST01087,2026-04-21,Clothing,Jeans,2,1772.72,10,UPI,1.0,5.0,0,Mobile,354.54,3190.9
TXN001331,CUST00976,2026-01-26,Electronics,Smartwatch,1,25145.99,0,UPI,2.0,5.0,0,Mobile,0.0,25145.99
TXN012156,CUST01840,2026-03-11,Clothing,T-Shirt,1,1645.14,15,UPI,5.0,2.0,0,Mobile,246.77,1398.37
TXN000857,CUST01208,2026-01-17,Home,Kitchenware,1,11832.14,0,UPI,2.0,5.0,0,Mobile,0.0,11832.14
TXN002054,CUST00962,2026-03-25,Electronics,Tablet,1,6830.61,0,Credit Card,2.0,5.0,0,Desktop,0.0,6830.61
TXN006298,CUST00898,2026-05-21,Clothing,Jacket,2,3269.87,0,Debit Card,3.0,4.0,0,Mobile,0.0,6539.74
TXN004436,CUST00565,2026-03-24,Home,Bedding,1,7669.94,0,Debit Card,4.0,5.0,0,Desktop,0.0,7669.94
TXN003019,CUST01244,2026-06-09,Clothing,Jacket,1,4423.88,0,UPI,2.0,5.0,0,Mobile,0.0,4423.88
TXN004423,CUST01548,2026-02-25,Electronics,Smartphone,1,48153.44,0,Debit Card,2.0,5.0,1,Mobile,0.0,48153.44
TXN014505,CUST01214,2026-02-05,Electronics,Tablet,1,78760.32,5,Debit Card,3.0,5.0,0,Mobile,3938.02,74822.3
TXN014519,CUST00090,2026-05-05,Home,Furniture,1,27720.07,10,Credit Card,2.0,4.0,0,Mobile,2772.01,24948.06
TXN014945,CUST01074,2026-04-10,Home,Bedding,1,17362.78,0,Credit Card,4.0,5.0,0,Desktop,0.0,17362.78
TXN000028,CUST00308,2026-04-01,Clothing,Jeans,2,4330.68,0,Debit Card,2.0,4.0,0,Mobile,0.0,8661.36
TXN000291,CUST00935,2026-01-25,Clothing,Jacket,2,812.28,0,Wallet,3.0,4.0,0,Desktop,0.0,1624.56
TXN012791,CUST01834,2026-01-10,Clothing,Jacket,2,652.69,0,Credit Card,3.0,4.0,0,Desktop,0.0,1305.38
TXN008284,CUST00427,2026-06-24,Electronics,Headphones,1,8266.54,0,Credit Card,2.0,4.0,0,Desktop,0.0,8266.54
TXN004562,CUST01171,2026-05-15,Home,Bedding,1,5503.41,0,UPI,2.0,4.0,0,Mobile,0.0,5503.41
TXN012013,CUST01648,2026-06-11,Clothing,Shoes,1,3367.88,0,Debit Card,2.0,5.0,0,Desktop,0.0,3367.88
TXN014069,CUST01886,2026-06-17,Home,Kitchenware,1,13366.03,0,Debit Card,2.0,4.0,0,Mobile,0.0,13366.03
TXN004071,CUST01153,2026-01-12,Home,Furniture,1,17630.3,0,Credit Card,2.0,5.0,0,Desktop,0.0,17630.3
TXN002836,CUST00242,2026-04-09,Home,Kitchenware,1,19433.01,0,Credit Card,2.0,4.0,0,Mobile,0.0,19433.01
TXN000033,CUST00320,2026-02-10,Clothing,Jacket,2,2523.13,20,UPI,2.0,4.0,0,Desktop,1009.25,4037.01
TXN005698,CUST01891,2026-02-23,Electronics,Smartwatch,1,32377.69,0,Credit Card,3.0,2.0,0,Mobile,0.0,32377.69
TXN002436,CUST01020,2026-03-03,Home,Appliance,1,12162.24,0,Debit Card,2.0,4.0,0,Desktop,0.0,12162.24
TXN004217,CUST01711,2026-01-25,Electronics,Headphones,1,53294.88,0,Debit Card,1.0,3.0,0,Mobile,0.0,53294.88
TXN000219,CUST01501,2026-06-10,Clothing,Shoes,2,1801.37,0,Wallet,3.0,5.0,0,Mobile,0.0,3602.74
TXN009930,CUST01695,2026-01-14,Home,Bedding,2,1252.16,0,UPI,3.0,3.0,0,Mobile,0.0,2504.32
TXN014165,CUST00452,2026-03-03,Electronics,Laptop,1,59166.57,0,Debit Card,2.0,5.0,0,Mobile,0.0,59166.57
TXN006370,CUST00982,2026-06-14,Electronics,Headphones,1,5548.3,0,UPI,3.0,5.0,0,Desktop,0.0,5548.3
TXN014952,CUST01517,2026-02-17,Home,Appliance,1,13351.74,0,UPI,1.0,4.0,0,Mobile,0.0,13351.74
TXN007575,CUST00251,2026-01-28,Clothing,T-Shirt,1,1841.74,0,Debit Card,4.0,4.0,0,Mobile,0.0,1841.74
TXN013483,CUST00423,2026-04-17,Electronics,Headphones,1,64907.25,0,Credit Card,3.0,3.0,0,Desktop,0.0,64907.25
TXN011332,CUST01101,2026-03-16,Electronics,Smartwatch,1,14947.49,20,Debit Card,2.0,4.0,0,Mobile,2989.5,11957.99
TXN008666,CUST01878,2026-01-11,Clothing,Jeans,3,1122.12,0,UPI,4.0,5.0,0,Desktop,0.0,3366.36
TXN002370,CUST01094,2026-01-04,Home,Appliance,1,24237.19,0,UPI,3.0,5.0,0,Mobile,0.0,24237.19
TXN012951,CUST00415,2026-06-03,Electronics,Laptop,1,15492.99,0,Wallet,2.0,5.0,0,Mobile,0.0,15492.99
TXN008672,CUST01585,2026-01-01,Clothing,Jacket,2,871.87,0,Debit Card,3.0,4.0,0,Desktop,0.0,1743.74
TXN013502,CUST00274,2026-01-21,Home,Appliance,2,2528.85,0,Wallet,2.0,5.0,1,Desktop,0.0,5057.7
TXN003745,CUST00938,2026-04-15,Clothing,Jacket,1,849.07,0,Wallet,7.0,4.0,0,Desktop,0.0,849.07
TXN001871,CUST00523,2026-03-21,Clothing,Jacket,1,3734.35,0,Debit Card,3.0,5.0,0,Mobile,0.0,3734.35
TXN004880,CUST01392,2026-04-18,Electronics,Tablet,1,16550.75,0,Wallet,2.0,4.0,0,Mobile,0.0,16550.75
TXN009602,CUST00037,2026-03-15,Electronics,Smartwatch,1,14266.39,0,Credit Card,4.0,4.0,0,Mobile,0.0,14266.39
TXN010630,CUST01562,2026-04-03,Clothing,Jeans,1,4562.65,0,Debit Card,1.0,4.0,0,Desktop,0.0,4562.65
TXN006324,CUST01845,2026-01-21,Home,Appliance,1,15365.61,0,Debit Card,2.0,5.0,0,Desktop,0.0,15365.61
TXN005751,CUST00812,2026-05-13,Home,Kitchenware,1,6546.65,0,Debit Card,2.0,2.0,0,Mobile,0.0,6546.65
TXN002970,CUST01788,2026-03-26,Home,Bedding,1,24557.62,0,Wallet,1.0,3.0,0,Mobile,0.0,24557.62
TXN004184,CUST00410,2026-05-10,Clothing,Jeans,2,4510.91,0,Debit Card,4.0,3.0,0,Desktop,0.0,9021.82
TXN004018,CUST00577,2026-05-27,Home,Bedding,1,11579.56,0,Credit Card,7.0,4.0,0,Desktop,0.0,11579.56
TXN014024,CUST00363,2026-01-04,Home,Furniture,1,5799.3,0,Debit Card,4.0,4.0,0,Desktop,0.0,5799.3
TXN005589,CUST00844,2026-01-27,Electronics,Headphones,1,64310.19,0,Credit Card,1.0,5.0,0,Mobile,0.0,64310.19
TXN014780,CUST01535,2026-03-21,Electronics,Tablet,1,18100.91,0,Credit Card,3.0,5.0,0,Mobile,0.0,18100.91
TXN008770,CUST01738,2026-06-25,Clothing,Shoes,2,3695.64,15,Debit Card,2.0,5.0,0,Mobile,1108.69,6282.59
TXN001073,CUST00837,2026-03-14,Clothing,T-Shirt,1,3055.64,0,UPI,3.0,4.0,0,Desktop,0.0,3055.64
TXN001688,CUST00926,2026-03-27,Home,Furniture,2,15368.34,0,UPI,3.0,1.0,0,Mobile,0.0,30736.68
TXN010209,CUST01018,2026-01-25,Clothing,Jacket,1,3475.53,0,UPI,2.0,5.0,0,Desktop,0.0,3475.53
TXN014866,CUST01515,2026-04-12,Clothing,Jacket,2,604.27,0,Credit Card,1.0,3.0,0,Tablet,0.0,1208.54
TXN010642,CUST01286,2026-01-27,Clothing,Dress,2,2251.61,0,Debit Card,4.0,2.0,0,Mobile,0.0,4503.22
TXN009764,CUST00188,2026-02-25,Clothing,Jacket,1,2418.31,0,Wallet,3.0,5.0,0,Desktop,0.0,2418.31
TXN002005,CUST00192,2026-04-17,Electronics,Smartwatch,1,7795.15,0,Credit Card,1.0,4.0,0,Desktop,0.0,7795.15
TXN008359,CUST01317,2026-04-22,Home,Furniture,2,23328.64,0,Debit Card,2.0,3.0,0,Mobile,0.0,46657.28
TXN012617,CUST00965,2026-06-05,Electronics,Laptop,1,56490.15,0,Wallet,1.0,1.0,0,Mobile,0.0,56490.15
TXN012379,CUST00545,2026-01-17,Home,Decor,1,24961.18,0,Wallet,1.0,5.0,0,Mobile,0.0,24961.18
TXN002850,CUST00701,2026-01-03,Clothing,Shoes,1,4954.58,5,UPI,3.0,5.0,0,Desktop,247.73,4706.85
TXN013185,CUST01007,2026-04-24,Clothing,Jacket,3,4445.35,5,UPI,2.0,4.0,0,Mobile,666.8,12669.25
TXN014558,CUST01878,2026-02-21,Clothing,Shoes,1,1711.03,0,UPI,2.0,5.0,0,Desktop,0.0,1711.03
TXN001357,CUST00303,2026-03-30,Electronics,Laptop,1,75330.31,0,UPI,3.0,4.0,0,Mobile,0.0,75330.31
TXN002947,CUST01172,2026-06-28,Clothing,Dress,3,731.68,0,Debit Card,4.0,5.0,0,Mobile,0.0,2195.04
TXN010163,CUST00387,2026-06-23,Clothing,T-Shirt,2,4392.65,0,Wallet,3.0,5.0,0,Desktop,0.0,8785.3
TXN007572,CUST01302,2026-04-08,Electronics,Smartphone,1,74317.56,0,Credit Card,4.0,4.0,0,Mobile,0.0,74317.56
TXN002589,CUST01945,2026-04-21,Home,Furniture,2,29397.66,0,Wallet,3.0,5.0,0,Tablet,0.0,58795.32
TXN002367,CUST00811,2026-03-28,Home,Bedding,1,8999.65,0,Debit Card,3.0,4.0,0,Mobile,0.0,8999.65
TXN013181,CUST00211,2026-04-20,Clothing,Dress,3,4909.74,0,UPI,2.0,5.0,0,Tablet,0.0,14729.22
TXN006242,CUST00712,2026-04-15,Clothing,T-Shirt,1,2944.07,0,Credit Card,1.0,5.0,0,Mobile,0.0,2944.07
TXN003534,CUST01100,2026-05-29,Home,Kitchenware,1,8136.14,0,Wallet,1.0,4.0,0,Tablet,0.0,8136.14
TXN000149,CUST01075,2026-03-22,Electronics,Smartphone,1,12935.03,0,Credit Card,4.0,5.0,1,Mobile,0.0,12935.03
TXN000007,CUST00049,2026-06-13,Electronics,Smartwatch,1,39720.25,0,UPI,1.0,4.0,0,Mobile,0.0,39720.25
TXN002221,CUST00939,2026-04-22,Clothing,Dress,1,1357.67,0,UPI,2.0,5.0,0,Mobile,0.0,1357.67
TXN011833,CUST00612,2026-03-20,Clothing,T-Shirt,3,3382.89,0,Debit Card,1.0,5.0,0,Mobile,0.0,10148.67
TXN004445,CUST01634,2026-06-03,Electronics,Tablet,2,8520.44,0,UPI,4.0,4.0,0,Mobile,0.0,17040.88
TXN013787,CUST00455,2026-02-14,Clothing,Shoes,2,2965.49,0,Credit Card,4.0,5.0,0,Mobile,0.0,5930.98
TXN014689,CUST01454,2026-01-13,Electronics,Headphones,1,6067.82,0,Debit Card,4.0,5.0,0,Mobile,0.0,6067.82
TXN005484,CUST01752,2026-06-17,Home,Decor,1,5970.55,0,UPI,2.0,4.0,0,Mobile,0.0,5970.55
TXN006588,CUST00459,2026-03-21,Electronics,Headphones,1,8341.85,0,Debit Card,2.0,5.0,0,Desktop,0.0,8341.85
TXN005834,CUST01119,2026-04-09,Electronics,Tablet,1,42456.25,0,Credit Card,2.0,5.0,0,Mobile,0.0,42456.25
TXN000232,CUST01908,2026-06-03,Clothing,Shoes,1,4063.82,0,Debit Card,2.0,4.0,0,Mobile,0.0,4063.82
TXN007299,CUST01449,2026-03-21,Clothing,Jacket,1,2681.55,0,Credit Card,2.0,5.0,0,Tablet,0.0,2681.55
TXN011055,CUST00697,2026-01-23,Electronics,Tablet,1,37435.23,0,Wallet,1.0,5.0,0,Mobile,0.0,37435.23
TXN009674,CUST01555,2026-05-18,Home,Bedding,1,20493.42,0,UPI,3.0,4.0,0,Mobile,0.0,20493.42
TXN008515,CUST01324,2026-02-06,Home,Appliance,2,18607.63,0,Wallet,2.0,5.0,0,Mobile,0.0,37215.26
TXN011073,CUST00054,2026-04-13,Home,Bedding,1,6960.23,0,Debit Card,3.0,5.0,0,Mobile,0.0,6960.23
TXN003415,CUST00015,2026-02-17,Clothing,Jeans,1,3496.03,0,Credit Card,3.0,4.0,0,Mobile,0.0,3496.03
TXN009925,CUST00949,2026-03-02,Clothing,Shoes,1,4594.6,0,Debit Card,1.0,4.0,0,Mobile,0.0,4594.6
TXN000875,CUST00994,2026-01-25,Home,Furniture,1,27472.96,0,Debit Card,1.0,4.0,0,Desktop,0.0,27472.96
TXN005604,CUST00681,2026-05-06,Home,Decor,1,4699.65,0,Debit Card,4.0,5.0,0,Mobile,0.0,4699.65
TXN003128,CUST00428,2026-04-08,Electronics,Smartphone,1,14972.2,0,Wallet,1.0,4.0,0,Desktop,0.0,14972.2
TXN005753,CUST01847,2026-05-17,Clothing,T-Shirt,2,2592.28,0,UPI,5.0,5.0,0,Mobile,0.0,5184.56
TXN012546,CUST01936,2026-02-13,Clothing,Jacket,2,5793.13,0,Debit Card,2.0,5.0,0,Mobile,0.0,11586.26
TXN001278,CUST01223,2026-04-26,Clothing,Dress,2,3553.79,0,Debit Card,2.0,5.0,0,Mobile,0.0,7107.58
TXN009808,CUST01094,2026-04-05,Clothing,Jeans,2,3224.62,0,Debit Card,1.0,5.0,1,Mobile,0.0,6449.24
TXN007902,CUST00366,2026-02-14,Home,Furniture,1,41660.16,10,Credit Card,3.0,4.0,0,Desktop,4166.02,37494.14
TXN003152,CUST01541,2026-06-29,Home,Bedding,1,18608.51,0,Wallet,2.0,5.0,0,Mobile,0.0,18608.51
TXN012347,CUST01356,2026-01-18,Home,Kitchenware,1,9111.1,0,Credit Card,3.0,4.0,0,Desktop,0.0,9111.1
TXN011029,CUST01879,2026-03-04,Clothing,Jeans,2,2506.99,0,Debit Card,3.0,5.0,0,Mobile,0.0,5013.98
TXN004283,CUST01275,2026-03-06,Clothing,Jeans,1,3324.77,0,UPI,4.0,5.0,0,Tablet,0.0,3324.77
TXN004037,CUST00217,2026-04-11,Electronics,Laptop,1,8451.73,0,UPI,3.0,5.0,0,Mobile,0.0,8451.73
TXN011537,CUST00200,2026-02-26,Electronics,Laptop,1,20304.45,0,Credit Card,3.0,4.0,0,Mobile,0.0,20304.45
TXN003166,CUST01769,2026-01-14,Clothing,Dress,1,3368.68,0,UPI,2.0,5.0,0,Desktop,0.0,3368.68
TXN012851,CUST00971,2026-02-07,Home,Furniture,1,24353.64,10,Debit Card,2.0,5.0,0,Mobile,2435.36,21918.28
TXN007272,CUST01759,2026-04-15,Home,Furniture,1,21445.33,0,UPI,2.0,4.0,0,Mobile,0.0,21445.33
TXN003852,CUST01023,2026-01-26,Home,Appliance,1,15476.76,0,Wallet,2.0,5.0,0,Mobile,0.0,15476.76
TXN007549,CUST01818,2026-03-31,Home,Furniture,1,12311.38,0,UPI,5.0,4.0,0,Desktop,0.0,12311.38
TXN014087,CUST01695,2026-01-12,Electronics,Smartwatch,1,26580.42,10,Debit Card,2.0,5.0,0,Mobile,2658.04,23922.38
TXN008646,CUST00425,2026-04-26,Clothing,Jeans,1,3667.25,0,Wallet,3.0,5.0,0,Mobile,0.0,3667.25
TXN001899,CUST01345,2026-06-28,Clothing,Jacket,1,1463.36,0,UPI,1.0,4.0,0,Mobile,0.0,1463.36
TXN013437,CUST01974,2026-01-31,Clothing,T-Shirt,1,5920.52,0,Wallet,2.0,5.0,0,Mobile,0.0,5920.52
TXN005433,CUST01085,2026-03-13,Home,Kitchenware,1,11693.19,5,UPI,2.0,5.0,0,Desktop,584.66,11108.53
TXN011047,CUST01349,2026-03-18,Home,Decor,1,8985.67,0,Debit Card,2.0,5.0,0,Desktop,0.0,8985.67
TXN004515,CUST00522,2026-04-13,Electronics,Laptop,1,12206.02,5,Debit Card,5.0,5.0,0,Mobile,610.3,11595.72
TXN003380,CUST01205,2026-02-26,Clothing,Shoes,1,2497.39,0,UPI,1.0,5.0,0,Mobile,0.0,2497.39
TXN012958,CUST01974,2026-02-27,Electronics,Laptop,2,7570.2,0,Credit Card,3.0,5.0,0,Mobile,0.0,15140.4
TXN009666,CUST00769,2026-06-04,Home,Kitchenware,1,13223.84,0,Debit Card,5.0,4.0,0,Tablet,0.0,13223.84
TXN013653,CUST00705,2026-05-21,Home,Furniture,1,25755.07,0,Wallet,3.0,5.0,0,Mobile,0.0,25755.07
TXN005274,CUST01976,2026-03-31,Electronics,Laptop,1,40977.69,0,Credit Card,1.0,5.0,0,Mobile,0.0,40977.69
TXN014495,CUST00618,2026-04-26,Home,Kitchenware,1,14712.32,0,Wallet,4.0,4.0,0,Desktop,0.0,14712.32
TXN011278,CUST00424,2026-06-29,Home,Furniture,1,9192.47,0,Debit Card,2.0,5.0,0,Mobile,0.0,9192.47
TXN004379,CUST00254,2026-05-27,Home,Furniture,1,23470.59,0,Wallet,4.0,5.0,0,Tablet,0.0,23470.59
TXN010322,CUST01909,2026-03-09,Home,Furniture,1,16016.42,0,Wallet,3.0,4.0,0,Desktop,0.0,16016.42
TXN004403,CUST00161,2026-02-15,Electronics,Smartphone,1,42795.11,0,UPI,3.0,4.0,0,Mobile,0.0,42795.11
TXN001861,CUST00333,2026-03-29,Clothing,Shoes,1,1975.1,0,Debit Card,2.0,5.0,0,Mobile,0.0,1975.1
TXN003913,CUST01536,2026-01-13,Electronics,Laptop,1,48742.8,0,Debit Card,5.0,5.0,0,Mobile,0.0,48742.8
TXN003141,CUST00423,2026-06-16,Electronics,Laptop,1,7943.87,0,Wallet,4.0,2.0,0,Desktop,0.0,7943.87
TXN008735,CUST00777,2026-02-08,Clothing,Jeans,3,1426.92,0,UPI,4.0,3.0,0,Desktop,0.0,4280.76
TXN008860,CUST01737,2026-05-11,Clothing,Jacket,3,785.49,0,Debit Card,3.0,5.0,0,Mobile,0.0,2356.47
TXN006967,CUST00425,2026-02-10,Clothing,T-Shirt,3,4016.87,5,UPI,1.0,5.0,0,Mobile,602.53,11448.08
TXN007812,CUST01763,2026-02-03,Clothing,Dress,2,1287.41,0,Wallet,4.0,5.0,0,Mobile,0.0,2574.82
TXN006354,CUST01228,2026-01-05,Home,Decor,1,8122.34,0,Wallet,7.0,5.0,1,Mobile,0.0,8122.34
TXN000138,CUST01893,2026-02-28,Electronics,Smartphone,1,53996.72,15,UPI,3.0,5.0,0,Desktop,8099.51,45897.21
TXN009158,CUST01037,2026-06-16,Electronics,Tablet,1,12067.89,5,Credit Card,3.0,4.0,0,Desktop,603.39,11464.5
TXN005102,CUST01411,2026-01-17,Clothing,Shoes,2,1678.91,5,UPI,4.0,4.0,0,Desktop,167.89,3189.93
TXN014177,CUST00039,2026-05-26,Home,Decor,1,1245.53,0,Debit Card,2.0,5.0,1,Mobile,0.0,1245.53
TXN002576,CUST00798,2026-04-24,Electronics,Headphones,1,21490.4,0,UPI,4.0,5.0,0,Desktop,0.0,21490.4
TXN009901,CUST00593,2026-01-30,Clothing,T-Shirt,1,3076.99,0,Credit Card,2.0,5.0,0,Mobile,0.0,3076.99
TXN010295,CUST00337,2026-01-27,Electronics,Smartphone,1,6050.54,0,Debit Card,4.0,5.0,0,Desktop,0.0,6050.54
TXN012234,CUST00796,2026-04-18,Clothing,T-Shirt,1,1628.68,0,Debit Card,4.0,4.0,0,Mobile,0.0,1628.68
TXN006848,CUST01793,2026-03-23,Home,Decor,1,6879.04,0,Credit Card,3.0,5.0,0,Mobile,0.0,6879.04
TXN009543,CUST01819,2026-02-22,Electronics,Tablet,1,44144.22,0,Debit Card,2.0,4.0,0,Mobile,0.0,44144.22
TXN006240,CUST01630,2026-06-16,Clothing,Shoes,3,1228.66,0,UPI,2.0,3.0,0,Desktop,0.0,3685.98
TXN013571,CUST01747,2026-01-28,Clothing,Shoes,1,1514.42,0,UPI,2.0,4.0,0,Desktop,0.0,1514.42
TXN010762,CUST00944,2026-06-10,Clothing,Dress,1,4003.86,0,Debit Card,3.0,4.0,0,Desktop,0.0,4003.86
TXN010742,CUST01614,2026-02-12,Electronics,Smartphone,1,39260.05,0,UPI,3.0,5.0,0,Mobile,0.0,39260.05
TXN010011,CUST00745,2026-01-11,Clothing,Dress,3,718.24,0,Debit Card,2.0,5.0,0,Mobile,0.0,2154.72
TXN012621,CUST01592,2026-02-08,Clothing,Dress,1,1150.71,10,UPI,4.0,2.0,0,Desktop,115.07,1035.64
TXN005236,CUST01658,2026-05-22,Electronics,Smartwatch,1,17842.81,0,Credit Card,4.0,5.0,0,Mobile,0.0,17842.81
TXN014351,CUST01992,2026-03-19,Electronics,Headphones,1,41683.35,0,Credit Card,4.0,5.0,0,Mobile,0.0,41683.35
TXN010066,CUST00826,2026-01-12,Home,Kitchenware,1,23920.0,10,UPI,1.0,5.0,1,Desktop,2392.0,21528.0
